Эпоха,Train Loss,Train Accuracy,Train F1,Test Loss,Test Accuracy,Test F1
1,0.2862487040292006,0.8994916666666667,0.8992010294077588,0.20863538004408932,0.9261842105263158,0.9265182912865914
2,0.15976785627733917,0.9448416666666667,0.9448542219001962,0.16885885747688772,0.9438157894736842,0.9438143169897701
